Date,Price
2024-02-11 12:00:00,2523.89
2024-02-11 13:00:00,2511.89
2024-02-11 14:00:00,2514.95
2024-02-11 15:00:00,2509.71
2024-02-11 16:00:00,2509.05
2024-02-11 17:00:00,2511.88
2024-02-11 18:00:00,2507.85
2024-02-11 19:00:00,2508.58
2024-02-11 20:00:00,2498.25
2024-02-11 21:00:00,2504.72
2024-02-11 22:00:00,2501.11
2024-02-11 23:00:00,2507.91
2024-02-12 00:00:00,2515.37
2024-02-12 01:00:00,2515.54
2024-02-12 02:00:00,2503.74
2024-02-12 03:00:00,2500.94
2024-02-12 04:00:00,2495.65
2024-02-12 05:00:00,2495.09
2024-02-12 06:00:00,2494.39
2024-02-12 07:00:00,2501.94
2024-02-12 08:00:00,2489.92
2024-02-12 09:00:00,2477.34
2024-02-12 10:00:00,2480.74
2024-02-12 11:00:00,2488.03
2024-02-12 12:00:00,2489.3
2024-02-12 13:00:00,2487.16
2024-02-12 14:00:00,2528.61
2024-02-12 15:00:00,2558.66
2024-02-12 16:00:00,2553.35
2024-02-12 17:00:00,2609.95
2024-02-12 18:00:00,2622.52
2024-02-12 19:00:00,2610.77
2024-02-12 20:00:00,2642.88
2024-02-12 21:00:00,2632.45
2024-02-12 22:00:00,2656.12
2024-02-12 23:00:00,2660.56
2024-02-13 00:00:00,2669.04
2024-02-13 01:00:00,2678.66
2024-02-13 02:00:00,2655.74
2024-02-13 03:00:00,2641.1
2024-02-13 04:00:00,2647.32
2024-02-13 05:00:00,2652.75
2024-02-13 06:00:00,2647.58
2024-02-13 07:00:00,2649.49
2024-02-13 08:00:00,2663.99
2024-02-13 09:00:00,2678.09
2024-02-13 10:00:00,2668.32
2024-02-13 11:00:00,2682.05
2024-02-13 12:00:00,2675.42
2024-02-13 13:00:00,2644.03
2024-02-13 14:00:00,2633.38
2024-02-13 15:00:00,2631.76
2024-02-13 16:00:00,2603.38
2024-02-13 17:00:00,2620.01
2024-02-13 18:00:00,2630.57
2024-02-13 19:00:00,2612.24
2024-02-13 20:00:00,2629.25
2024-02-13 21:00:00,2633.09
2024-02-13 22:00:00,2637.15
2024-02-13 23:00:00,2641.6
2024-02-14 00:00:00,2632.19
2024-02-14 01:00:00,2623.65
2024-02-14 02:00:00,2634.9
2024-02-14 03:00:00,2638.04
2024-02-14 04:00:00,2628.03
2024-02-14 05:00:00,2642.72
2024-02-14 06:00:00,2646.52
2024-02-14 07:00:00,2654.26
2024-02-14 08:00:00,2707.78
2024-02-14 09:00:00,2747.1
2024-02-14 10:00:00,2753.88
2024-02-14 11:00:00,2756.57
2024-02-14 12:00:00,2739.71
2024-02-14 13:00:00,2765.63
2024-02-14 14:00:00,2759.82
2024-02-14 15:00:00,2750.72
2024-02-14 16:00:00,2740.2
2024-02-14 17:00:00,2742.61
2024-02-14 18:00:00,2751.08
2024-02-14 19:00:00,2763.19
2024-02-14 20:00:00,2766.71
2024-02-14 21:00:00,2780.75
2024-02-14 22:00:00,2774.39
2024-02-14 23:00:00,2777.51
2024-02-15 00:00:00,2819.56
2024-02-15 01:00:00,2780.62
2024-02-15 02:00:00,2789.3
2024-02-15 03:00:00,2803.3
2024-02-15 04:00:00,2798.54
2024-02-15 05:00:00,2772.95
2024-02-15 06:00:00,2779.83
2024-02-15 07:00:00,2774.49
2024-02-15 08:00:00,2783.49
2024-02-15 09:00:00,2792.41
2024-02-15 10:00:00,2802.35
2024-02-15 11:00:00,2794.8
2024-02-15 12:00:00,2799.28
2024-02-15 13:00:00,2812.16
2024-02-15 14:00:00,2853.65
2024-02-15 15:00:00,2827.14
2024-02-15 16:00:00,2829.97
2024-02-15 17:00:00,2816.07
2024-02-15 18:00:00,2825.74
2024-02-15 19:00:00,2836.4
2024-02-15 20:00:00,2830.43
2024-02-15 21:00:00,2796.39
2024-02-15 22:00:00,2815.76
2024-02-15 23:00:00,2825.35
2024-02-16 00:00:00,2841.38
2024-02-16 01:00:00,2844.93
2024-02-16 02:00:00,2848.95
2024-02-16 03:00:00,2848.46
2024-02-16 04:00:00,2839.96
2024-02-16 05:00:00,2843.28
2024-02-16 06:00:00,2833.97
2024-02-16 07:00:00,2817.04
2024-02-16 08:00:00,2817.33
2024-02-16 09:00:00,2811.16
2024-02-16 10:00:00,2828.86
2024-02-16 11:00:00,2824.71
2024-02-16 12:00:00,2845.46
2024-02-16 13:00:00,2840.84
2024-02-16 14:00:00,2798.82
2024-02-16 15:00:00,2776.98
2024-02-16 16:00:00,2786.5
2024-02-16 17:00:00,2778.52
2024-02-16 18:00:00,2782.13
2024-02-16 19:00:00,2763.72
2024-02-16 20:00:00,2782.61
2024-02-16 21:00:00,2792.26
2024-02-16 22:00:00,2791.04
2024-02-16 23:00:00,2804.05
2024-02-17 00:00:00,2798.23
2024-02-17 01:00:00,2788.01
2024-02-17 02:00:00,2790.45
2024-02-17 03:00:00,2794.68
2024-02-17 04:00:00,2794.6
2024-02-17 05:00:00,2786.35
2024-02-17 06:00:00,2788.61
2024-02-17 07:00:00,2796.2
2024-02-17 08:00:00,2775.69
2024-02-17 09:00:00,2776.47
2024-02-17 10:00:00,2780.64
2024-02-17 11:00:00,2781.83
2024-02-17 12:00:00,2784.17
2024-02-17 13:00:00,2744.72
2024-02-17 14:00:00,2740.79
2024-02-17 15:00:00,2755.38
